Tip,Paylaþým
Negatif,sýrf þerefsiz evlatlarý var sosyal medyanýn kökten kapatýlmasý taraftarýyým 
Pozitif,arkadaþlar farkýnda mýsýnýz tek amacýmýz barýþýn þampiyon olmasý herkes onun açtý sayfalarýný 
Pozitif,panoromalarda iyilerden bahsedilirken sürekli cemal can dan bahsedilmesi týrnaklarýyla kazýyarak yaptý baþarýyý 
Negatif,spoiler veriyorum 
Pozitif,cemal can sistematik olarak tanýdýk arkadaþlarýna söyleyip olumsuz haberler yaptýranlar oluyor 
Negatif,hakanýn bunlarý söylerken yüzüne bakýn kuduruyor icten ice barýþý kýskanmaktan dedigini bilmiyor 
Negatif,iq lu nisa bölükbaþý nýn kanalýna yüklediði videoya bakar mýsýnýz lütfen iq düþürsün lütfen 
Pozitif,þeye raðmen önemlisi nezaket centilmenlik 
Pozitif,sayýn hakan hatipoðluna þöyle cevap vermek istiyoruz 
Pozitif,herkes konusur önemli olan icraat 
Pozitif,of nisa avokadoyu býrakmadýn çocuk sen klinikteyken bile ona sarýlýp uyumuþtu 
Pozitif,seviyorum seni babakom 
Negatif,barýþ fanlarý cahil maalesef geneli eðitimsiz kesim 
Pozitif,çocuktan fi nalleri almak öyle kolay deði 
Pozitif,kaptan cemal can yaparak takýmýna son sayýsýný getiriyor 
Pozitif,kaptanlýk oyununda cemalin berkaný almak hadi barýþ iyi süreyi yap demesini bi tek ben farketmedim heralde 
Pozitif,exatlonda ayný eþleþmeler oluyor 
Pozitif,barýþ anadolu efes te basket oynamýþ basketbol oyununda ilk tur ersin seçiyor söyleyeceklerim kadar 
Pozitif,mert benim hesabýmda kiþi takip ediyor size diyecek ufak lafým bile yok yazýklar olsun vallahi 
Pozitif,final günü bmy kimseye oy kaydirmak yok tek geldik tek gidmemiz lazim gün kaldi þurda 
Pozitif,þampi yon olacaksin karakartal 
Pozitif,ellerine saðlýk 
Pozitif,bunu yazman komik durmuþ bilmiyorsun 
Pozitif,halkýmýz salak deðil 
Negatif,kýskanç vasýfsýz kendini bi bok sanan semihi bi fotoðrafla size anlatýyorum 
Pozitif,su bolumleri adem havvadan baslatmayi birakir misiniz 
Negatif,algý krallarý paralý köpekler tiksiniyorum sizden sahtesiniz sahte 
Pozitif,video temsilidir lütfen yanlýþ yerlere çekmeyin söyledikleri haftanýn özeti olduðu 
Pozitif,ben böyle biþey görmedim geçmiþ olsun 
Pozitif,barýþ þuan inanýlmaz bir destek var 
Pozitif,dün bölümü tekrar izledim yer kafama takýldý düþünüyorsunuz bilmiyorum benim düþüncem yönde 
Pozitif,cemal caný kastediyorsa gidip yanýna oturup dertleþiyor 
Negatif,kendisi ikiyüzlü 
Pozitif,yazdýysa gerçekleri gören valla helal olsun 
Pozitif,mutlu oldum oðlum benim mesajýmý aldý okudu sevindim 
Pozitif,yeni þarký çýkmýþ izlemeyen piþman oluyor 
Pozitif,final yaklaþýrken malum kitlenin malum þahýslarýn çirkin algý oyunlarýný þekilde izliyoruz 
Negatif,profil semih öztürk açýlan ilk offi ci al anti sayfasýdýr 
Pozitif,geliþmeler saygý çerçevesi altýnda sizlerle paylaþýlacak 
Pozitif,ilahi adalet yerini bulacak algýlar kötü niyetler art niyetler su yüzüne çýkacak 
Negatif,kadar iðrenç kuduruk böylesine aciz saygýsýz kadar kötü niyetli oldukça kýçýnýzý tekmeleyeceðiz 
Pozitif,þimdi anladýk oyun sunmak baba yiðidin harcý deðilmiþ 
Negatif,kafanýzýn içinde beyin yerine bok var 
Negatif,mal aq iyi elendin kezban 
Pozitif,dünyaya trol olarak geldiðini kanýtlayan anlar 
Pozitif,arkadaþýmý göndermeye kalkan kiþi benim arkadaþým olamaz abi 
Pozitif,turabiyi sevmem söylemi doðru 
Pozitif,ceyhun abinin kýzý kanserden öldüðü türkiye çokk üzülmüþ 
Pozitif,sizler unuta bilirsiniz ben unutmam 
Negatif,arkadaslar gerizekalý mýsýnýz 
Pozitif,felaket bi þeysin 
Pozitif,yüzleþmeye kaldý þurada vakit buldukça eski bölümleri izleyip dikkatimi çeken yerleri kaydediyorum 
Negatif,bunlarýn dýþýndakiler çöp 
Negatif,kolay yetiþmiyor aga varlýðý olay yokluðu koyar 
Pozitif,ilk kadar sanatçý ruhlu geldi 
Negatif,sinirlerim bozuldu alýn sizin bozulsun 
Negatif,ananý sikeyim zaman 
Negatif,orospu çocuðu 
Negatif,ananý sikeyim 
Negatif,vatan haini 
Negatif,sülaleni sikeyim 
Negatif,alman köpeði 
Negatif,gizli hesaplara bakma uygulamasýný bulan kiþi ananý sikeyim 
Negatif,sinek kere ananý sikeyim senin 
Negatif,senin ben ananý sikeyim umarým boðazýný keserler 
Negatif,kafaný keseceðim senin 
Negatif,ananý sikeyim senin orospu evladý 
Negatif,anasýný sikeyim senin adamýn 
Negatif,yýkýl samsun enkazýný göreyim sana memleket diyenin anasýný avradýný sikeyim 
Negatif,bizi hallere düþüren herkesin anasýný avradýný sikeyim 
Negatif,böyle günün anasýný sikeyim 
Negatif,emeði geçen herkesin anasini sikeyim 
Negatif,senin kafaný keserim hýyar 
Negatif,senin kafaný keserim ara beni 
Negatif,puþt herif 
Negatif,kime anlatýyoruz amýna koyim 
Negatif,alkol alana küfredene günah diyenler þöyle bi siktirsin gitsin kendi sevabýnýzdan milletin günahýný düþünür olmuþsunuz amýna koyim 
Negatif,kapatacaksanýz tiktok kapatýn amýna koyim 
Negatif,öyle mi olmuþ býrakýn öyle kalsýn düzeltenin amýna koyim 
Negatif,allah belaný versin psikopat ruh hastasý 
Negatif,senin allah versin belani 
Negatif,bana salak dedikten dakika sonra salak oðlu salak olduðunu ancak fark etti 
Negatif,gerizekali amciklar sizce kralicemizin cembari bilmeme ihtimali var mi 
Negatif,tagý hangi gerizekalý açmýþ 
Negatif,ben artik yas ustu geri kafali ota boka karisan gerizekali cahil oc insanlarla muhatap olmak istemiyorum 
Negatif,onun adýný kullanamazsýnýz gerizekalý mahlukatlar 
Negatif,siktir lan gerizekalý sen kimsin aq 
Negatif,madem site kapatiliyo burdan bütün akrabalarimin aminakoyim gerizek lý mahlukatlar 
Negatif,gerizekalý ruh hastasý sakak beyinsiz 
Negatif,korkunç savunmasý yine ayný beni tehdit etti beni karalamak yapýldý bi siktir git 
Negatif,twitter destekliyor siktir git hadi siteden 
Negatif,bir siktir git amk 
Negatif,siktir ol git takýmdan aptal orspu cocugu 
Negatif,siktir git zaman 
Negatif,hadi þimdi siktir git 
Negatif,siktir git salak salak konuþma amk 
Negatif,belhanda nýn pas istediði pozisyona bak aq siktir git takýmdan sikik 
Negatif,gelen bildirime bak siktir git lan 
Negatif,lan bi siktir git yalanýnda böylesii 
Negatif,sen yalancý hain bir insansýn 
Negatif,gene çýktý karþýma bi siktir git amk sülüðü yapýþkan çýktýn 
Pozitif,kadar güzel olmak zorundasýn 
Pozitif,hangimiz güzel 
Pozitif,kýz sen güzel güzel gülüyorsun 
Pozitif,prenses ev arýyo 
Pozitif,pilates yapmiyo muydu kadýn iyi oyuncu filan yazmýslar 
Negatif,abarttýnýz tipsizi 
Pozitif,eminim burda duyar kasanlarýn simdi deli surviyor dizi izliyor 
Pozitif,gündemde bir numara sosyal medya gerçekten saçmalamaya baþladý 
Pozitif,oha akýnýn dudaklarý varmýþ kdkdkdkdkdkd hemde dolgun 
Pozitif,durmaksýnýz sürerken ögrenciler olarak isteklerimiz haklarýmýzýn verilmesi 
Pozitif,nternet hýzým kameramýn beni algýlamamasý sýnav süremin kýsalmasý benim suçum deðil 
Pozitif,witwiser yüzünden maðduruz 
Negatif,itülülerin þýmarýklýklarýndan býkanlar 
Pozitif,yaþadýðýmýz problemlerini çevremdekilere anlatýyorum kendi baþarýsýzlýðýma kýlýf uyduruyormusum davranýyorlar 
Pozitif,amacý belli olamayan bi eklenti amatörce düzenlenmiþ maðduriyete odaklý sýnav sistemi 
Pozitif,hayallerle geldiðimiz tü bunlarý yaþadýðýmýza inanamýyorum çözümünüz çözüm deðil öðrenciyi maðdur etmek 
Pozitif,online sýnav yapýlmasý aþýrý saçma trakya üniversitesi ödev sistemi uyguladý bize zor olsa ben bundan memnunuz 
Pozitif,sýnav sürem eksik baþladým sorularý görmediðim halde 
Pozitif,vizesinden yüksek not alýp iyi bir notla geçme ihtimalimin yüksek olduðu finaline çalýþtýðým dersin sýnavý 
Pozitif,eskiden sýnavý yapabilecek miyim stres olurdum artýk sýnava girebilecek miyim teþekkürler 
Pozitif,okulumuzda online sýnavda yaþanan maðduriyetlere gün gün tanýklýk ediyoruz 
Pozitif,þaka yapýyoruz falan ben bugün arkadaþýma sinava gi rebi ldi mi soru sormak zorunda kaldým nedir 
Pozitif,yaþananlar tü nün mezuniyetinden belliydi gün rektöre sýrtýný dönen arkadaþlarýma selam olsun 
Pozitif,uzun uzun yazmak anlamsýz gelmeye baþladý zaten dikkate almýyosunuz 
Pozitif,geek dedelerimiz bile duydu sesimizi duymadýnýz 
Pozitif,verilerimiz yurtdýþýnda depolanýyor 
Pozitif,sýnava girmek can atan öðrenciler buna izin vermeyen bir sistem dünyada örneði yoktur 
Pozitif,sosyal medyada iyi küfreden hakaret eden deðil algýyý iyi yöneten kazanýr 
Pozitif,sýnava girebildin mi 
Pozitif,keþke sadece sýnavý rezillik olsa öðrenciye it muamelesi yapýlýyor övünebildikleri tek yeþil kampüs 
Pozitif,güz dönemi uzaktan eðitim olmasýn lütfen rezilliði kaldýracak enerjim motivasyonum kaldý 
Pozitif,bizler salatada salyangoz yerken sizler doða kolejini satýn aldýnýz 
Pozitif,bütün okul sýnav derdinde bizimki arada doðum gününü kutlatmaya çalýþýyor 
Pozitif,anlayana kadar anlatmaya belgelemeye devam edeceðiz sistem hukuksuz 
Pozitif,heralde tt olmak rektörün hoþuna gti reklamýn iyisi kötüsü olmaz vur kýrbacý öðrenciye 
Pozitif,süreçte kiminin ailesinden virüs kapan oldu 
Pozitif,kiminin anne babasý iþsiz kaldý iflas ti 
Pozitif,kadar uyarý yapýldý hala aksiyon alýnmadý pandemi dönemindeki kötü final dönemi budur tebrikler 
Pozitif,sayenizde sýnavý geçmeyi deðil sýnava girebilmeyi dert edinir olduk 
Pozitif,vereceðiniz bir cevabýnýz kalmadý 
Pozitif,rektörümüzün uyarýlara kopya göndermesi geçiþtirdiði uygulama 
Pozitif,kimya sýnavýna girebildim lakin kimyanýn babasý cabir bin hayyan gelse atte soruyu çözemezdi 
Pozitif,önce yaptýðým testte seçenek yoktu 
Pozitif,fi nal var geldik rezaletten baþka bir yok 
Pozitif,sýnava girebilmek istemek bi talep olabilir mi çýldýrýyorum 
Pozitif,bizi periþan etmekle kalmadýnýz kendinizi rezil ettiniz bir çýnar olan okulun itibarý halde bir bakýn 
Negatif,sizin kepaze sistemleriniz yüzünden bursum kesilirse medde kendimi yakarým 
Negatif,bir iki tane engellemeyi untuðum ortalýk orospusunun evl dý gelip zamlara arka çýkmýþ motivasyonu saðlýðýmýzmýþ sizin aðzýnýzý sikeyim ben insan deðilsiniz bakteri bile deðilsiniz 
Negatif,sana noluyo orospu evladý kürt terörist bizim ülkemiz sizinmi amk cocuklarý 
Pozitif,ardaya hayýr diyenlerin bir mantýklý açýklamasý yok arda turan gs türk futbol tarihinin önemli futbolcusundan biridir gelir aslan oynar kimse merak etmesin 
Negatif,zýkkým iç 
Negatif,pipetle biramý içilir bilmem demiþ kör topallar sizene mk isterse kaþýkla içer ayrýca pipetle bira içerseniz kafanýz güzel olur 
Pozitif,tanrý yoktur nanma milleti rahatsýz etme 
Pozitif,müslüman isen allah ýn haram tiði içeceði reklam etmekle kastýnýz nedir deðilseniz cevap vermenize gerek yok 
Pozitif,çocuða ensar vakfýnda tecavüz edilirken bir kereden bir olmaz diyenler bugün toplumsal deðerlerden bahsedemezler 
Pozitif,þaka mýsýnýz telefon flaþý kadar parlakligi kaldý ülkenin çocuða tecavüz edilirken ahlaki manevi degerleriniz bozulmuyor mabel dinleyince mi bozuluyor þaka mýsýnýz ösym sorularýný zamanýnda satarken ahlaki deðerleriniz nerdeydi 
Pozitif,para kaybetmemek boþanýp sonra biriyle ayný evde yaþamadý aðlayýp para dilemedi gerektiðinde toplum muhalif duruþu olup kafayý kuma sokmadý tecavüz þiddete vb sorunlara susmadý yüzden mabel matiz deðerdir soytarýlýk deðer deðildir 
Pozitif,kendi televizyonlarýnda yaþýndaki çocukla evlenilir vücudu kusursuzdur diyen profesör listem hazýr bizim aile kiþiyi götürür diyen kadýn ahlak bozmuyor mabel matiz in þeyh galip neþet ertaþ dan bahseden sorusu ahlak bozuyor 
Pozitif,mabel matiz in kýbrýs gazisi babasý ali karaca güzel evlat yetiþtirmiþsin ali amca 
Pozitif,mabel matiz deðerlerimizi kültürümüzü emin olun sanatçý nitelendirdiðiniz herkesten iyi yansýtýyor asýl sanatçý ülkenin kaliteli sanatçýsý 
Pozitif,mabel matiz in cinsel tercihi deðil kafasýnýn içindekiler bize aktardýklarý önemli sýnavda çýkan soru nefisti zira zeki müren ülkenin büyük deðerlerindendi 
Pozitif,mabel matiz ülkenin bahçesinde açan renkli çiçektir bundandýr kadar koparýlmak harcanýlmak istenmesi 
Pozitif,sabahlarý milli deðerlerimize uygun þarkýlar söyleyen klipler çeken demet akalýn dinlemeden güne baþlayamýyorum 
Pozitif,den beri yanýndayým öyle olucak yüzündeki gülümseme eksik olmasýn caným çocuk hayatýmý gökkuþaðý renkli yaptýn sana mnettarým hiçbir zaman yalnýz deðilsin olmucaksýn yanindayiz 
Pozitif,mabel matiz son yýllarýn iyi sanatçýlarýndan kaliteli müzik kliplerini þarkýlarýný yapýp sanatýný konuþturuyor meyve veren aðacý taþlayamazsýnýz 
Pozitif,kliplerinde milli deðerlerimize defasýnda yer veren gerçek bir sanatçý mabel in olduðu kimsenin hayatýný sorgulamak kimsenin hdine deðildir 
Pozitif,klibinde buram buram kalite anadolu kokan mabel matize saygýsýzlýk yapmak kimsenin haddine deðildir 
Pozitif,bir insaný eþcinsel onlar yokmuþ yaþayamazsýnýz homofobi benim milli deðerimin parçasý deðil kimsenin olmayana kadar susmayacaðým insanlarý hoslandigi kisilere gore yargýlayamazsýnýz lütfen kendinizi egitin 
Pozitif,tc kültür turizm bakanlýðýnýn adýyamana yapamadýðý tanýtýmý mabel matiz tek klibinde bütün güzellikleri le ortaya koydu teþkür edeceðinize saldýrýyorsunuz 
Negatif,saray þakþakçýsý olmak gerekiyor sanýrým amkduklarým 
Pozitif,oðun destek sevgi mesajlarýnýzý içim büyüyerek okuyor kabul ediyorum bugüne dek müziðimle anlatmak istediðim þeyin kadar iyi anlaþýldýðýný yine sizin yazdýklarýnýzdan anlýyor güçlü hissediyorum 
Pozitif,gurur kaynaðý þarkýlarýyla sesiyle müziði klipleriyle özgün buram buram anadolu kokan deðerin zaman yanýndayýz olmaya devam edeceðiz 
Pozitif,keþke izlemeseydim nsanlarýn þekilde saçma sapan düþünüyor olmalarý üzücü 
Pozitif,toplama yapmayý bile doðru düzgün bilmeyen çocuklarý sorudan dediklerini mi çýkaracak býrakýn 
Pozitif,mabel matiz yalvarmis mi beni konu edinin kendilerine soruþturma açsýnlar sonra birlikte istifa etsinler ulkece rahatlayalim 
Pozitif,soru okuyup anlama becerisine yönelik muhakeme yeteneði olmayanlarý baþka sorularla eleyecekler soru ezbere bilgiye dayanmasý kötü olacaðýný düþünemeyecek kadar bilinçsizler 
Negatif,demek psikolojileri bozuluyor adamýn özel hayatý kimseyi ilgilendirmez soruda yaptýðý sanatýndan bahsediyor geri kafalý bi toplum 
Negatif,lafý bi araya getirip düzgün cümle kuramayanlar soruyu görmeden gerçi görse anlayabilecek kapasitede olmayan þuursuzlar topluluðu sorunun iptal edilmesini istiyor garip bi ahlak anlayýþlarý var fýrsta bozuluyor nedense taciz tecavüzde sus pus 
Pozitif,mabel matiz sormuþlar soruyu hazýrlarken þimdi hakkýnda araþtýrma yapacaðýz diyorlar bahsi geçen soru mabel matiz in kiþiler hayatýyla ilgili deðildi çocuklarýmýzýn psikolojisini bozarmýþ türkiye bir ülkede yaþýyoruz çoktan bozulmuþtur psikoloji 
Negatif,kansizlar kuran kursu yatýlý okullarda çocuklara tecavüz tiler sesiniz çýktýmý bakan cýktý bide utanmadan bi kereden bisey olmaz dedi zaman böyle konuþtunuz midem bulaniyor pisliginizden cahilliginizden yandasliginizdan 
Pozitif,iki lafý bir araya getiremiyorlar birde eleþtiriyorlar kendilerince komikler 
Pozitif,bunca yýl mabel matiz dinle adamýn eþcinsel olduðunu anda öðren demek þeyler insanýn gözüne sokup mide bulandýrmadan yaþanabiliyormuþ 
Negatif,allahým bunlar bunlarýn çocuklarý kazanamasýn inþlah eðitim sarfiyatý olur 
Negatif,gerzekler yaþýnda bir çocuðukla evliliði savunup manevi deðerler adý altýnda sapýklýklarýný yaþamak istedikleri hayatý yaþayanlara saldýrýr bunlar amip kadar faydasý olmayan canlýlar 
Negatif,ablacým bi siktir git söylediðin þeylere kendini inandýrýyor sen senin gibiler anlamýyorum bilinçaltýymýs ulan sizde zaten saðlýklý bir düþünce algý yapýsý olsaydý böyle seyler düþünmezdiniz bitseniz kurtulsak 
Pozitif,bunlarla ayný havayi solumakm görüþ siyadet su degil mesele herkesin görüþü kendine bir düþman var adý cehalet buram buram sarýyor ülkeyý 
Negatif,yaþýnda teyze olurum aklýma kürt olmadýðým gelir 
Negatif,lan tag aq cocuklarý bian gecmisi silmeyi unuttum sandým 
Negatif,sabah sabah siktirin gidin 
Negatif,lan onun bunun çocuklarý burayý sali pazarina döndürmüþsünüz dometes þeftali patlýcan ararsan var hepinizin amk 
Negatif,geçmiþi silmeyi unuttum znettim amcýklar tag 
Negatif,allah belanýzý versin diyeyim yine gündem tiniz þunu 
Negatif,bunu acanýn amk 
Negatif,tag amk insta bot mesajlarý 
Negatif,tagý mizah kullanmayýn artýk orospu cocuklarý videolar kayboluyo 
Negatif,buralarda porno yuvasýna döndü amk uygunsuz içerik kapatacaklar göt kalýcaz 
Negatif,ciddi arkadaslik dm azdim 
Negatif,utanmýyorum haykýrýyorum ben bir ciyim 
Negatif,zaman ifsalanalim bakalim yaþ stanbuldan pasifim lkim olacak sert full aktifler dm 
Pozitif,aryaya þimdi sahip çýkmayalar öldükten sonra sadece kýnayacaklar asla deðiþmeyecek öldükten sonra gündeme getirmek moda ülkede 
Pozitif,gerçekten türkiye yaþadýðým utanýyorum yaþýndaki bir kýz tehdit ediliyor elinde bahsi geçen suçlamalarýn tonla kanýtý var kaný bozuk yeterli delil olmadýðý söyleniyor kendi instagram hesabýndan ses kayýtlarýný ss leri atmýþ 
Pozitif,devletin polislerin yaptýðý ihmalkarlýklar yüzünden bulunamayan þahýs kýzýmý takip ediyor takýldýðý yerlerde kýzýmý gözetliyor yüzünü bile görmediðimiz diken üzerinde þahsýn bulunmasýný bekliyoruz 
Negatif,öldürülmekle tehtid edilen kýzýmýz mabel matiz denen þahýs kadar konuþulmuyor boktan bi ülkeyiz 
Pozitif,yaþýndaki kýzý sözel bir þekilde taciz edip suçsuz olduðunu söylemek mi adaletli bir ülkede yaþýyoruz 
Pozitif,elinde mesajlar ses kayýtlarý olmasýna raðmen þahýs hala elini kolunu sallayarak sokaklarda gezebiliyor sonuna kadar yanýndayýz arya 
Pozitif,bana tehditlerde bulunan adam kendisini hacý hoca olarak gösterip genç kýzlardan aldýðý çýplak fotoðraflarla tehdit ediyor 
